SESION;FECHA;TIPO;BOLETIN;SUMA;DETALLE;DIPUTADO;SEXO;PARTIDO;VOTACION;COMISION;INFORME;TRAMITE;PERIODO
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Fernández Allende Maya;Femenino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Fernández Allende Maya;Femenino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Hoffmann Opazo María José;Femenino;UDI;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Hoffmann Opazo María José;Femenino;UDI;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;11235-24;Establece el 7 de febrero de cada año como el Día Nacional por la No Violencia en el Pololeo;;Torres Jeldes Víctor;Masculino;DC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
111;22-06-2017;GENERAL;10920-24;Declara el primer lunes de octubre de cada año como el Día Nacional del Feriante;;Torres Jeldes Víctor;Masculino;DC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Bellolio Avaria Jaime;Masculino;UDI;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Edwards Silva Rojo;Masculino;IND;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Gahona Salazar Sergio;Masculino;UDI;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Girardi Lavín Cristina;Femenino;PPD;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;González Torres Rodrigo;Masculino;PPD;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Hoffmann Opazo María José;Femenino;UDI;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Jackson Drago Giorgio;Masculino;RD;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Robles Pantoja Alberto;Masculino;PR;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Vallejo Dowling Camila;Femenino;PC;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
288;04-07-2017;GENERAL;11271-04;Otorga una bonificación adicional por retiro al personal académico, directivo y profesional no académico de las universidades del Estado y faculta a las mismas para conceder otros beneficios transitorios que indica;;Venegas Cárdenas Mario;Masculino;DC;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Auth Stewart Pepe;Masculino;IND;A FAVOR;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Bellolio Avaria Jaime;Masculino;UDI;ABSTENCION;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Chahin Valenzuela Fuad;Masculino;DC;A FAVOR;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Edwards Silva Rojo;Masculino;IND;NO VOTA;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Espejo Yaksic Sergio;Masculino;DC;A FAVOR;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Fernández Allende Maya;Femenino;PS;A FAVOR;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Paulsen Kehr Diego;Masculino;RN;A FAVOR;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Poblete Zapata Roberto;Masculino;IND;NO VOTA;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
127;11-07-2017;GENERAL;11148-03;Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para perfeccionar la regulación del cobro de servicios de estacionamiento;;Van Rysselberghe Herrera Enrique;Masculino;UDI;ABSTENCION;Economía;Ingreso de proyecto;Primer trámite constitucional;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Fernández Allende Maya;Femenino;PS;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Jaramillo Becker Enrique;Masculino;PPD;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Lemus Aracena Luis;Masculino;PS;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Meza Moncada Fernando;Masculino;PR;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Nogueira Fernández Claudia;Femenino;UDI;ABSTENCION;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Norambuena Farías Iván;Masculino;UDI;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Ortiz Novoa José Miguel;Masculino;DC;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Ortiz Novoa José Miguel;Masculino;DC;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Pascal Allende Denise;Femenino;PS;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Rubilar Barahona Karla;Femenino;IND;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Sabat Fernández Marcela;Femenino;RN;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Sabat Fernández Marcela;Femenino;RN;NO VOTA;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Sepúlveda Orbenes Alejandra;Femenino;IND;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
129;12-07-2017;GENERAL;10584-07;Crea la Defensoría de los Derechos de la Niñez.;;Turres Figueroa Marisol;Femenino;UDI;ABSTENCION;Familia y Adulto Mayor;Primer informe de comisión;Primer trámite constitucional;2014-2018
35;12-07-2017;GENERAL;10990-14;Establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de  Chile.;;Ulloa Aguillón Jorge;Masculino;UDI;A FAVOR;Bomberos;Ingreso de observaciones;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Carvajal Ambiado Loreto;Femenino;PPD;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Espinosa Monardes Marcos;Masculino;PR;NO VOTA;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;García García René Manuel;Masculino;RN;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Hasbún Selume Gustavo;Masculino;UDI;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Jackson Drago Giorgio;Masculino;RD;ABSTENCION;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Letelier Norambuena Felipe;Masculino;PPD;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Norambuena Farías Iván;Masculino;UDI;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Pacheco Rivas Clemira;Femenino;PS;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Pérez Lahsen Leopoldo;Masculino;RN;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Rocafull López Luis;Masculino;PS;EN CONTRA;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
111;18-07-2017;GENERAL;10937-15;Moderniza la legislación sobre transporte remunerado de pasajeros;;Venegas Cárdenas Mario;Masculino;DC;A FAVOR;Obras Públicas;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Ceroni Fuentes Guillermo;Masculino;PPD;NO VOTA;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Coloma Álamos Juan Antonio;Masculino;UDI;NO VOTA;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Farcas Guendelman Daniel;Masculino;PPD;A FAVOR;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Fuenzalida Figueroa Gonzalo;Masculino;RN;NO VOTA;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Godoy Ibáñez Joaquín;Masculino;AMPL;A FAVOR;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Nogueira Fernández Claudia;Femenino;UDI;NO VOTA;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Sabat Fernández Marcela;Femenino;RN;NO VOTA;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Silber Romo Gabriel;Masculino;DC;A FAVOR;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Soto Ferrada Leonardo;Masculino;PS;A FAVOR;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Squella Ovalle Arturo;Masculino;UDI;NO VOTA;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
115;19-07-2017;GENERAL;9770-25;Modifica la ley N° 18.961 y el decreto con fuerza de ley N°292, de 1953, del Ministerio de Hacienda, con el propósito de permitir el ingreso de carabineros a recintos portuarios, aéreos y marítimos con los fines que indica;;Walker Prieto Matías;Masculino;DC;NO VOTA;Seguridad Ciudadana;Discusión general;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Alvarez-Salamanca Ramírez Pedro Pablo;Masculino;UDI;EN CONTRA;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Barros Montero Ramón;Masculino;UDI;EN CONTRA;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Carvajal Ambiado Loreto;Femenino;PPD;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Cicardini Milla Daniella;Femenino;PS;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Espejo Yaksic Sergio;Masculino;DC;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Flores García Iván;Masculino;DC;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Letelier Norambuena Felipe;Masculino;PPD;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Pascal Allende Denise;Femenino;PS;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Paulsen Kehr Diego;Masculino;RN;EN CONTRA;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Pérez Arriagada José;Masculino;PR;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Rathgeb Schifferli Jorge;Masculino;RN;EN CONTRA;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Sepúlveda Orbenes Alejandra;Femenino;IND;A FAVOR;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
121;20-07-2017;GENERAL;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Urrutia Bonilla Ignacio;Masculino;UDI;EN CONTRA;Agricultura;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Bellolio Avaria Jaime;Masculino;UDI;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Edwards Silva Rojo;Masculino;IND;NO VOTA;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;González Torres Rodrigo;Masculino;PPD;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Gutiérrez Pino Romilio;Masculino;UDI;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Hoffmann Opazo María José;Femenino;UDI;NO VOTA;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Provoste Campillay Yasna;Femenino;DC;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Robles Pantoja Alberto;Masculino;PR;NO VOTA;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Sepúlveda Orbenes Alejandra;Femenino;IND;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
